"","slide_type","rtime","rkey","Answer.condition","Answer.time_in_minutes","workerid","audio","slide_number","image","speaker_cond"
"1","bot_check","0"," Jennifer","all_QUD",9.6172,0,"",1,"Jennifer","all"
"2","audio_check","0"," Four","all_QUD",9.6172,0,"",3,"","all"
"3","comprehension_check_1","0"," Empty","all_QUD",9.6172,0,"",4,"","all"
"4","practice_trial","6195"," No","all_QUD",9.6172,0,"none.wav",6,"13","all"
"5","practice_trial","2180"," Yes","all_QUD",9.6172,0,"all.wav",7,"13","all"
"6","practice_trial","1941"," No","all_QUD",9.6172,0,"all.wav",8,"0","all"
"7","practice_trial","2833"," Yes","all_QUD",9.6172,0,"none.wav",9,"0","all"
"8","trial_1","6575"," Yes","all_QUD",9.6172,0,"none.wav",11,"8","all"
"9","trial_1","4582"," Yes","all_QUD",9.6172,0,"some.wav",12,"13","all"
"10","trial_1","1768"," Yes","all_QUD",9.6172,0,"two.wav",13,"2","all"
"11","trial_1","1709"," No","all_QUD",9.6172,0,"all.wav",14,"2","all"
"12","trial_1","3184"," No","all_QUD",9.6172,0,"four.wav",15,"5","all"
"13","trial_1","2291"," Yes","all_QUD",9.6172,0,"all.wav",16,"13","all"
"14","trial_1","1569"," Yes","all_QUD",9.6172,0,"two.wav",17,"2","all"
"15","trial_1","2166"," Yes","all_QUD",9.6172,0,"none.wav",18,"0","all"
"16","trial_1","3101"," Yes","all_QUD",9.6172,0,"eight.wav",19,"8","all"
"17","trial_1","1604"," No","all_QUD",9.6172,0,"five.wav",20,"0","all"
"18","trial_1","2047"," No","all_QUD",9.6172,0,"eleven.wav",21,"8","all"
"19","trial_1","1466"," No","all_QUD",9.6172,0,"some.wav",22,"0","all"
"20","trial_1","1872"," No","all_QUD",9.6172,0,"eight.wav",23,"13","all"
"21","trial_1","2792"," Yes","all_QUD",9.6172,0,"some.wav",24,"13","all"
"22","trial_1","1689"," Yes","all_QUD",9.6172,0,"some.wav",25,"8","all"
"23","trial_1","1630"," Yes","all_QUD",9.6172,0,"all.wav",26,"13","all"
"24","trial_1","1925"," No","all_QUD",9.6172,0,"thirteen.wav",27,"8","all"
"25","trial_1","1750"," No","all_QUD",9.6172,0,"all.wav",28,"5","all"
"26","trial_1","1498"," Yes","all_QUD",9.6172,0,"all.wav",29,"13","all"
"27","trial_1","1699"," No","all_QUD",9.6172,0,"ten.wav",30,"5","all"
"28","trial_1","1236"," No","all_QUD",9.6172,0,"some.wav",31,"0","all"
"29","trial_1","1524"," Yes","all_QUD",9.6172,0,"none.wav",32,"0","all"
"30","trial_1","3679"," No","all_QUD",9.6172,0,"seven.wav",33,"11","all"
"31","trial_1","1733"," Yes","all_QUD",9.6172,0,"two.wav",34,"2","all"
"32","trial_1","1757"," Yes","all_QUD",9.6172,0,"two.wav",35,"2","all"
"33","trial_1","2250"," Yes","all_QUD",9.6172,0,"eight.wav",36,"8","all"
"34","trial_1","4583"," Yes","all_QUD",9.6172,0,"eleven.wav",37,"11","all"
"35","trial_1","1940"," Yes","all_QUD",9.6172,0,"some.wav",38,"13","all"
"36","trial_1","1993"," Yes","all_QUD",9.6172,0,"none.wav",39,"0","all"
"37","trial_1","1505"," No","all_QUD",9.6172,0,"eleven.wav",40,"0","all"
"38","trial_1","1896"," Yes","all_QUD",9.6172,0,"all.wav",41,"13","all"
"39","trial_1","1815"," Yes","all_QUD",9.6172,0,"five.wav",42,"5","all"
"40","trial_1","1540"," Yes","all_QUD",9.6172,0,"some.wav",43,"5","all"
"41","trial_1","1307"," Yes","all_QUD",9.6172,0,"some.wav",44,"13","all"
"42","trial_1","1760"," No","all_QUD",9.6172,0,"all.wav",45,"0","all"
"43","trial_1","1407"," No","all_QUD",9.6172,0,"all.wav",46,"11","all"
"44","comprehension_check_2","0"," Empty","all_QUD",9.6172,0,"",47,"","all"
"45","trial_2","1719"," Yes","all_QUD",9.6172,0,"some.wav",48,"13","all"
"46","trial_2","2032"," Yes","all_QUD",9.6172,0,"two.wav",49,"2","all"
"47","trial_2","1755"," Yes","all_QUD",9.6172,0,"five.wav",50,"5","all"
"48","trial_2","1191"," No","all_QUD",9.6172,0,"all.wav",51,"8","all"
"49","trial_2","1543"," Yes","all_QUD",9.6172,0,"eight.wav",52,"8","all"
"50","trial_2","2608"," Yes","all_QUD",9.6172,0,"eight.wav",53,"8","all"
"51","trial_2","1996"," Yes","all_QUD",9.6172,0,"some.wav",54,"13","all"
"52","trial_2","1435"," Yes","all_QUD",9.6172,0,"some.wav",55,"2","all"
"53","trial_2","1339"," No","all_QUD",9.6172,0,"three.wav",56,"0","all"
"54","trial_2","2154"," No","all_QUD",9.6172,0,"two.wav",57,"5","all"
"55","trial_2","1593"," No","all_QUD",9.6172,0,"none.wav",58,"13","all"
"56","trial_2","1745"," Yes","all_QUD",9.6172,0,"all.wav",59,"13","all"
"57","trial_2","2838"," No","all_QUD",9.6172,0,"one.wav",60,"11","all"
"58","trial_2","1481"," No","all_QUD",9.6172,0,"all.wav",61,"5","all"
"59","trial_2","1460"," Yes","all_QUD",9.6172,0,"none.wav",62,"0","all"
"60","trial_2","1103"," No","all_QUD",9.6172,0,"some.wav",63,"0","all"
"61","trial_2","899"," Yes","all_QUD",9.6172,0,"all.wav",64,"13","all"
"62","trial_2","3767"," No","all_QUD",9.6172,0,"ten.wav",65,"13","all"
"63","trial_2","1173"," Yes","all_QUD",9.6172,0,"all.wav",66,"13","all"
"64","trial_2","1146"," No","all_QUD",9.6172,0,"twelve.wav",67,"2","all"
"65","trial_2","1085"," No","all_QUD",9.6172,0,"none.wav",68,"2","all"
"66","trial_2","1386"," Yes","all_QUD",9.6172,0,"none.wav",69,"0","all"
"67","trial_2","1604"," No","all_QUD",9.6172,0,"two.wav",70,"8","all"
"68","trial_2","2295"," Yes","all_QUD",9.6172,0,"eight.wav",71,"8","all"
"69","trial_2","1064"," Yes","all_QUD",9.6172,0,"two.wav",72,"2","all"
"70","trial_2","1220"," No","all_QUD",9.6172,0,"all.wav",73,"11","all"
"71","trial_2","1325"," Yes","all_QUD",9.6172,0,"some.wav",74,"11","all"
"72","trial_2","3499"," Yes","all_QUD",9.6172,0,"eleven.wav",75,"11","all"
"73","trial_2","1011"," No","all_QUD",9.6172,0,"all.wav",76,"0","all"
"74","trial_2","1149"," No","all_QUD",9.6172,0,"some.wav",77,"0","all"
"75","trial_2","1306"," Yes","all_QUD",9.6172,0,"some.wav",78,"13","all"
"76","trial_2","1490"," No","all_QUD",9.6172,0,"nine.wav",79,"5","all"
"77","trial_2","2261"," No","all_QUD",9.6172,0,"five.wav",80,"13","all"
"78","trial_2","1270"," Yes","all_QUD",9.6172,0,"all.wav",81,"13","all"
"79","trial_2","1576"," Yes","all_QUD",9.6172,0,"some.wav",82,"13","all"
"80","trial_2","1015"," Yes","all_QUD",9.6172,0,"five.wav",83,"5","all"
"81","bot_check","0"," Linda","all_QUD",8.93723333333333,1,"",1,"Linda","all"
"82","audio_check","0"," Four","all_QUD",8.93723333333333,1,"",3,"","all"
"83","comprehension_check_1","0"," Empty","all_QUD",8.93723333333333,1,"",4,"","all"
"84","practice_trial","2148"," No","all_QUD",8.93723333333333,1,"none.wav",6,"13","all"
"85","practice_trial","1455"," Yes","all_QUD",8.93723333333333,1,"all.wav",7,"13","all"
"86","practice_trial","3697"," No","all_QUD",8.93723333333333,1,"all.wav",8,"0","all"
"87","practice_trial","1759"," Yes","all_QUD",8.93723333333333,1,"none.wav",9,"0","all"
"88","trial_1","3014"," No","all_QUD",8.93723333333333,1,"five.wav",11,"0","all"
"89","trial_1","1773"," Yes","all_QUD",8.93723333333333,1,"all.wav",12,"13","all"
"90","trial_1","1880"," Yes","all_QUD",8.93723333333333,1,"none.wav",13,"0","all"
"91","trial_1","1568"," Yes","all_QUD",8.93723333333333,1,"two.wav",14,"2","all"
"92","trial_1","2412"," No","all_QUD",8.93723333333333,1,"four.wav",15,"5","all"
"93","trial_1","5060"," No","all_QUD",8.93723333333333,1,"some.wav",16,"13","all"
"94","trial_1","1897"," No","all_QUD",8.93723333333333,1,"all.wav",17,"2","all"
"95","trial_1","1700"," Yes","all_QUD",8.93723333333333,1,"two.wav",18,"2","all"
"96","trial_1","1794"," No","all_QUD",8.93723333333333,1,"some.wav",19,"0","all"
"97","trial_1","2289"," Yes","all_QUD",8.93723333333333,1,"eight.wav",20,"8","all"
"98","trial_1","1961"," No","all_QUD",8.93723333333333,1,"none.wav",21,"8","all"
"99","trial_1","1576"," Yes","all_QUD",8.93723333333333,1,"all.wav",22,"13","all"
"100","trial_1","2115"," No","all_QUD",8.93723333333333,1,"some.wav",23,"13","all"
"101","trial_1","2331"," No","all_QUD",8.93723333333333,1,"thirteen.wav",24,"8","all"
"102","trial_1","1730"," Yes","all_QUD",8.93723333333333,1,"some.wav",25,"8","all"
"103","trial_1","1824"," No","all_QUD",8.93723333333333,1,"all.wav",26,"5","all"
"104","trial_1","2467"," No","all_QUD",8.93723333333333,1,"eight.wav",27,"13","all"
"105","trial_1","2499"," No","all_QUD",8.93723333333333,1,"eleven.wav",28,"8","all"
"106","trial_1","1636"," Yes","all_QUD",8.93723333333333,1,"all.wav",29,"13","all"
"107","trial_1","1515"," Yes","all_QUD",8.93723333333333,1,"five.wav",30,"5","all"
"108","trial_1","1272"," No","all_QUD",8.93723333333333,1,"some.wav",31,"0","all"
"109","trial_1","999"," No","all_QUD",8.93723333333333,1,"some.wav",32,"13","all"
"110","trial_1","1598"," Yes","all_QUD",8.93723333333333,1,"none.wav",33,"0","all"
"111","trial_1","1210"," Yes","all_QUD",8.93723333333333,1,"eight.wav",34,"8","all"
"112","trial_1","1170"," No","all_QUD",8.93723333333333,1,"eleven.wav",35,"0","all"
"113","trial_1","1654"," No","all_QUD",8.93723333333333,1,"seven.wav",36,"11","all"
"114","trial_1","1072"," No","all_QUD",8.93723333333333,1,"ten.wav",37,"5","all"
"115","trial_1","4027"," Yes","all_QUD",8.93723333333333,1,"eleven.wav",38,"11","all"
"116","trial_1","1007"," No","all_QUD",8.93723333333333,1,"all.wav",39,"0","all"
"117","trial_1","906"," Yes","all_QUD",8.93723333333333,1,"two.wav",40,"2","all"
"118","trial_1","2641"," No","all_QUD",8.93723333333333,1,"some.wav",41,"13","all"
"119","trial_1","1265"," No","all_QUD",8.93723333333333,1,"all.wav",42,"11","all"
"120","trial_1","1431"," Yes","all_QUD",8.93723333333333,1,"some.wav",43,"5","all"
"121","trial_1","1177"," Yes","all_QUD",8.93723333333333,1,"none.wav",44,"0","all"
"122","trial_1","806"," Yes","all_QUD",8.93723333333333,1,"all.wav",45,"13","all"
"123","trial_1","842"," Yes","all_QUD",8.93723333333333,1,"two.wav",46,"2","all"
"124","comprehension_check_2","0"," Empty","all_QUD",8.93723333333333,1,"",47,"","all"
"125","trial_2","1701"," No","all_QUD",8.93723333333333,1,"some.wav",48,"13","all"
"126","trial_2","1779"," Yes","all_QUD",8.93723333333333,1,"eight.wav",49,"8","all"
"127","trial_2","750"," Yes","all_QUD",8.93723333333333,1,"all.wav",50,"13","all"
"128","trial_2","950"," No","all_QUD",8.93723333333333,1,"some.wav",51,"0","all"
"129","trial_2","882"," Yes","all_QUD",8.93723333333333,1,"five.wav",52,"5","all"
"130","trial_2","928"," Yes","all_QUD",8.93723333333333,1,"eight.wav",53,"8","all"
"131","trial_2","1057"," No","all_QUD",8.93723333333333,1,"none.wav",54,"13","all"
"132","trial_2","812"," Yes","all_QUD",8.93723333333333,1,"all.wav",55,"13","all"
"133","trial_2","984"," Yes","all_QUD",8.93723333333333,1,"none.wav",56,"0","all"
"134","trial_2","1021"," No","all_QUD",8.93723333333333,1,"two.wav",57,"5","all"
"135","trial_2","1291"," Yes","all_QUD",8.93723333333333,1,"some.wav",58,"2","all"
"136","trial_2","1237"," No","all_QUD",8.93723333333333,1,"one.wav",59,"11","all"
"137","trial_2","1758"," No","all_QUD",8.93723333333333,1,"some.wav",60,"13","all"
"138","trial_2","1430"," No","all_QUD",8.93723333333333,1,"all.wav",61,"5","all"
"139","trial_2","1092"," No","all_QUD",8.93723333333333,1,"all.wav",62,"8","all"
"140","trial_2","910"," Yes","all_QUD",8.93723333333333,1,"two.wav",63,"2","all"
"141","trial_2","919"," No","all_QUD",8.93723333333333,1,"three.wav",64,"0","all"
"142","trial_2","3363"," No","all_QUD",8.93723333333333,1,"ten.wav",65,"13","all"
"143","trial_2","1012"," No","all_QUD",8.93723333333333,1,"nine.wav",66,"5","all"
"144","trial_2","910"," No","all_QUD",8.93723333333333,1,"all.wav",67,"0","all"
"145","trial_2","880"," Yes","all_QUD",8.93723333333333,1,"eight.wav",68,"8","all"
"146","trial_2","2175"," No","all_QUD",8.93723333333333,1,"some.wav",69,"13","all"
"147","trial_2","1183"," No","all_QUD",8.93723333333333,1,"none.wav",70,"2","all"
"148","trial_2","946"," Yes","all_QUD",8.93723333333333,1,"all.wav",71,"13","all"
"149","trial_2","945"," Yes","all_QUD",8.93723333333333,1,"all.wav",72,"13","all"
"150","trial_2","949"," Yes","all_QUD",8.93723333333333,1,"none.wav",73,"0","all"
"151","trial_2","933"," Yes","all_QUD",8.93723333333333,1,"two.wav",74,"2","all"
"152","trial_2","972"," No","all_QUD",8.93723333333333,1,"some.wav",75,"13","all"
"153","trial_2","1261"," No","all_QUD",8.93723333333333,1,"some.wav",76,"0","all"
"154","trial_2","1269"," No","all_QUD",8.93723333333333,1,"five.wav",77,"13","all"
"155","trial_2","1027"," No","all_QUD",8.93723333333333,1,"two.wav",78,"8","all"
"156","trial_2","4630"," Yes","all_QUD",8.93723333333333,1,"eleven.wav",79,"11","all"
"157","trial_2","1333"," No","all_QUD",8.93723333333333,1,"all.wav",80,"11","all"
"158","trial_2","1407"," Yes","all_QUD",8.93723333333333,1,"some.wav",81,"11","all"
"159","trial_2","1188"," No","all_QUD",8.93723333333333,1,"twelve.wav",82,"2","all"
"160","trial_2","891"," Yes","all_QUD",8.93723333333333,1,"five.wav",83,"5","all"
"161","bot_check","0"," Patricia","any_QUD",7.82916666666667,2,"",1,"Patricia","any"
"162","audio_check","0"," Four","any_QUD",7.82916666666667,2,"",3,"","any"
"163","comprehension_check_1","0"," Jam","any_QUD",7.82916666666667,2,"",4,"","any"
"164","practice_trial","1707"," No","any_QUD",7.82916666666667,2,"none.wav",6,"13","any"
"165","practice_trial","1696"," Yes","any_QUD",7.82916666666667,2,"all.wav",7,"13","any"
"166","practice_trial","2709"," No","any_QUD",7.82916666666667,2,"all.wav",8,"0","any"
"167","practice_trial","1657"," Yes","any_QUD",7.82916666666667,2,"none.wav",9,"0","any"
"168","trial_1","1560"," No","any_QUD",7.82916666666667,2,"all.wav",11,"5","any"
"169","trial_1","1742"," No","any_QUD",7.82916666666667,2,"five.wav",12,"0","any"
"170","trial_1","1844"," No","any_QUD",7.82916666666667,2,"four.wav",13,"5","any"
"171","trial_1","1863"," No","any_QUD",7.82916666666667,2,"eight.wav",14,"13","any"
"172","trial_1","1650"," No","any_QUD",7.82916666666667,2,"thirteen.wav",15,"8","any"
"173","trial_1","1215"," Yes","any_QUD",7.82916666666667,2,"two.wav",16,"2","any"
"174","trial_1","1802"," No","any_QUD",7.82916666666667,2,"none.wav",17,"8","any"
"175","trial_1","1591"," No","any_QUD",7.82916666666667,2,"some.wav",18,"0","any"
"176","trial_1","1456"," Yes","any_QUD",7.82916666666667,2,"two.wav",19,"2","any"
"177","trial_1","1389"," Yes","any_QUD",7.82916666666667,2,"all.wav",20,"13","any"
"178","trial_1","1312"," No","any_QUD",7.82916666666667,2,"eleven.wav",21,"8","any"
"179","trial_1","2386"," Yes","any_QUD",7.82916666666667,2,"eight.wav",22,"8","any"
"180","trial_1","2313"," Yes","any_QUD",7.82916666666667,2,"some.wav",23,"13","any"
"181","trial_1","1149"," No","any_QUD",7.82916666666667,2,"all.wav",24,"2","any"
"182","trial_1","1315"," Yes","any_QUD",7.82916666666667,2,"some.wav",25,"8","any"
"183","trial_1","1076"," Yes","any_QUD",7.82916666666667,2,"none.wav",26,"0","any"
"184","trial_1","795"," Yes","any_QUD",7.82916666666667,2,"all.wav",27,"13","any"
"185","trial_1","1474"," Yes","any_QUD",7.82916666666667,2,"some.wav",28,"13","any"
"186","trial_1","1104"," Yes","any_QUD",7.82916666666667,2,"all.wav",29,"13","any"
"187","trial_1","1308"," Yes","any_QUD",7.82916666666667,2,"none.wav",30,"0","any"
"188","trial_1","1239"," Yes","any_QUD",7.82916666666667,2,"seven.wav",31,"11","any"
"189","trial_1","1168"," No","any_QUD",7.82916666666667,2,"some.wav",32,"0","any"
"190","trial_1","1101"," Yes","any_QUD",7.82916666666667,2,"two.wav",33,"2","any"
"191","trial_1","1347"," Yes","any_QUD",7.82916666666667,2,"some.wav",34,"13","any"
"192","trial_1","1230"," Yes","any_QUD",7.82916666666667,2,"two.wav",35,"2","any"
"193","trial_1","1425"," Yes","any_QUD",7.82916666666667,2,"some.wav",36,"5","any"
"194","trial_1","928"," No","any_QUD",7.82916666666667,2,"all.wav",37,"0","any"
"195","trial_1","1154"," No","any_QUD",7.82916666666667,2,"eleven.wav",38,"0","any"
"196","trial_1","1112"," Yes","any_QUD",7.82916666666667,2,"none.wav",39,"0","any"
"197","trial_1","1179"," Yes","any_QUD",7.82916666666667,2,"some.wav",40,"13","any"
"198","trial_1","1138"," No","any_QUD",7.82916666666667,2,"ten.wav",41,"5","any"
"199","trial_1","972"," Yes","any_QUD",7.82916666666667,2,"five.wav",42,"5","any"
"200","trial_1","1294"," No","any_QUD",7.82916666666667,2,"all.wav",43,"11","any"
"201","trial_1","1924"," Yes","any_QUD",7.82916666666667,2,"eight.wav",44,"8","any"
"202","trial_1","809"," Yes","any_QUD",7.82916666666667,2,"all.wav",45,"13","any"
"203","trial_1","3427"," Yes","any_QUD",7.82916666666667,2,"eleven.wav",46,"11","any"
"204","comprehension_check_2","0"," Jam","any_QUD",7.82916666666667,2,"",47,"","any"
"205","trial_2","1267"," No","any_QUD",7.82916666666667,2,"none.wav",48,"13","any"
"206","trial_2","2621"," Yes","any_QUD",7.82916666666667,2,"eight.wav",49,"8","any"
"207","trial_2","1390"," No","any_QUD",7.82916666666667,2,"two.wav",50,"5","any"
"208","trial_2","1467"," Yes","any_QUD",7.82916666666667,2,"none.wav",51,"0","any"
"209","trial_2","1279"," Yes","any_QUD",7.82916666666667,2,"all.wav",52,"13","any"
"210","trial_2","1210"," No","any_QUD",7.82916666666667,2,"three.wav",53,"0","any"
"211","trial_2","1614"," No","any_QUD",7.82916666666667,2,"ten.wav",54,"13","any"
"212","trial_2","1234"," Yes","any_QUD",7.82916666666667,2,"some.wav",55,"2","any"
"213","trial_2","1376"," Yes","any_QUD",7.82916666666667,2,"five.wav",56,"5","any"
"214","trial_2","1524"," Yes","any_QUD",7.82916666666667,2,"some.wav",57,"13","any"
"215","trial_2","1580"," Yes","any_QUD",7.82916666666667,2,"eight.wav",58,"8","any"
"216","trial_2","1102"," No","any_QUD",7.82916666666667,2,"one.wav",59,"11","any"
"217","trial_2","1182"," No","any_QUD",7.82916666666667,2,"all.wav",60,"8","any"
"218","trial_2","1189"," Yes","any_QUD",7.82916666666667,2,"two.wav",61,"2","any"
"219","trial_2","1222"," Yes","any_QUD",7.82916666666667,2,"some.wav",62,"13","any"
"220","trial_2","944"," Yes","any_QUD",7.82916666666667,2,"all.wav",63,"13","any"
"221","trial_2","1090"," Yes","any_QUD",7.82916666666667,2,"some.wav",64,"0","any"
"222","trial_2","1032"," No","any_QUD",7.82916666666667,2,"all.wav",65,"5","any"
"223","trial_2","976"," Yes","any_QUD",7.82916666666667,2,"all.wav",66,"13","any"
"224","trial_2","1124"," No","any_QUD",7.82916666666667,2,"twelve.wav",67,"2","any"
"225","trial_2","1231"," Yes","any_QUD",7.82916666666667,2,"none.wav",68,"0","any"
"226","trial_2","1094"," Yes","any_QUD",7.82916666666667,2,"five.wav",69,"5","any"
"227","trial_2","961"," Yes","any_QUD",7.82916666666667,2,"some.wav",70,"11","any"
"228","trial_2","1075"," No","any_QUD",7.82916666666667,2,"five.wav",71,"13","any"
"229","trial_2","1260"," No","any_QUD",7.82916666666667,2,"two.wav",72,"8","any"
"230","trial_2","1177"," No","any_QUD",7.82916666666667,2,"all.wav",73,"11","any"
"231","trial_2","1090"," No","any_QUD",7.82916666666667,2,"nine.wav",74,"5","any"
"232","trial_2","1157"," No","any_QUD",7.82916666666667,2,"none.wav",75,"2","any"
"233","trial_2","976"," Yes","any_QUD",7.82916666666667,2,"two.wav",76,"2","any"
