"","slide_type","rtime","rkey","Answer.condition","Answer.time_in_minutes","workerid","audio","slide_number","image","speaker_cond"
"234","trial_2","811"," Yes","any_QUD",7.82916666666667,2,"all.wav",77,"13","any"
"235","trial_2","1389"," Yes","any_QUD",7.82916666666667,2,"some.wav",78,"13","any"
"236","trial_2","1269"," Yes","any_QUD",7.82916666666667,2,"some.wav",79,"13","any"
"237","trial_2","1423"," No","any_QUD",7.82916666666667,2,"some.wav",80,"0","any"
"238","trial_2","1002"," No","any_QUD",7.82916666666667,2,"all.wav",81,"0","any"
"239","trial_2","1651"," Yes","any_QUD",7.82916666666667,2,"eight.wav",82,"8","any"
"240","trial_2","1669"," Yes","any_QUD",7.82916666666667,2,"eleven.wav",83,"11","any"
"241","bot_check","0"," Mary","any_QUD",10.28745,3,"",1,"Mary","any"
"242","audio_check","0"," Four","any_QUD",10.28745,3,"",3,"","any"
"243","comprehension_check_1","0"," Empty","any_QUD",10.28745,3,"",4,"","any"
"244","comprehension_check_1","0"," Jam","any_QUD",10.28745,3,"",4,"","any"
"245","practice_trial","1720"," No","any_QUD",10.28745,3,"none.wav",6,"13","any"
"246","practice_trial","1581"," Yes","any_QUD",10.28745,3,"all.wav",7,"13","any"
"247","practice_trial","1998"," No","any_QUD",10.28745,3,"all.wav",8,"0","any"
"248","practice_trial","1755"," Yes","any_QUD",10.28745,3,"none.wav",9,"0","any"
"249","trial_1","1809"," No","any_QUD",10.28745,3,"none.wav",11,"8","any"
"250","trial_1","2162"," No","any_QUD",10.28745,3,"some.wav",12,"13","any"
"251","trial_1","1714"," No","any_QUD",10.28745,3,"five.wav",13,"0","any"
"252","trial_1","1983"," No","any_QUD",10.28745,3,"four.wav",14,"5","any"
"253","trial_1","1304"," Yes","any_QUD",10.28745,3,"none.wav",15,"0","any"
"254","trial_1","1969"," No","any_QUD",10.28745,3,"thirteen.wav",16,"8","any"
"255","trial_1","1411"," Yes","any_QUD",10.28745,3,"all.wav",17,"13","any"
"256","trial_1","3015"," Yes","any_QUD",10.28745,3,"eight.wav",18,"8","any"
"257","trial_1","1921"," Yes","any_QUD",10.28745,3,"some.wav",19,"8","any"
"258","trial_1","1842"," No","any_QUD",10.28745,3,"eleven.wav",20,"8","any"
"259","trial_1","2131"," No","any_QUD",10.28745,3,"some.wav",21,"13","any"
"260","trial_1","967"," Yes","any_QUD",10.28745,3,"all.wav",22,"13","any"
"261","trial_1","1512"," No","any_QUD",10.28745,3,"all.wav",23,"2","any"
"262","trial_1","1383"," Yes","any_QUD",10.28745,3,"two.wav",24,"2","any"
"263","trial_1","1279"," No","any_QUD",10.28745,3,"some.wav",25,"0","any"
"264","trial_1","2399"," No","any_QUD",10.28745,3,"eight.wav",26,"13","any"
"265","trial_1","1253"," No","any_QUD",10.28745,3,"all.wav",27,"5","any"
"266","trial_1","1218"," Yes","any_QUD",10.28745,3,"two.wav",28,"2","any"
"267","trial_1","1178"," No","any_QUD",10.28745,3,"some.wav",29,"0","any"
"268","trial_1","1176"," No","any_QUD",10.28745,3,"all.wav",30,"11","any"
"269","trial_1","6842"," No","any_QUD",10.28745,3,"seven.wav",31,"11","any"
"270","trial_1","1339"," Yes","any_QUD",10.28745,3,"all.wav",32,"13","any"
"271","trial_1","1952"," No","any_QUD",10.28745,3,"some.wav",33,"13","any"
"272","trial_1","1416"," No","any_QUD",10.28745,3,"ten.wav",34,"5","any"
"273","trial_1","1651"," Yes","any_QUD",10.28745,3,"five.wav",35,"5","any"
"274","trial_1","1533"," Yes","any_QUD",10.28745,3,"some.wav",36,"5","any"
"275","trial_1","1491"," Yes","any_QUD",10.28745,3,"none.wav",37,"0","any"
"276","trial_1","1210"," Yes","any_QUD",10.28745,3,"two.wav",38,"2","any"
"277","trial_1","1353"," Yes","any_QUD",10.28745,3,"none.wav",39,"0","any"
"278","trial_1","1111"," No","any_QUD",10.28745,3,"all.wav",40,"0","any"
"279","trial_1","2822"," Yes","any_QUD",10.28745,3,"eight.wav",41,"8","any"
"280","trial_1","1265"," Yes","any_QUD",10.28745,3,"all.wav",42,"13","any"
"281","trial_1","1668"," No","any_QUD",10.28745,3,"eleven.wav",43,"0","any"
"282","trial_1","1180"," Yes","any_QUD",10.28745,3,"two.wav",44,"2","any"
"283","trial_1","5711"," Yes","any_QUD",10.28745,3,"eleven.wav",45,"11","any"
"284","trial_1","1575"," No","any_QUD",10.28745,3,"some.wav",46,"13","any"
"285","comprehension_check_2","0"," Jam","any_QUD",10.28745,3,"",47,"","any"
"286","trial_2","1544"," No","any_QUD",10.28745,3,"some.wav",48,"13","any"
"287","trial_2","1037"," Yes","any_QUD",10.28745,3,"none.wav",49,"0","any"
"288","trial_2","1200"," No","any_QUD",10.28745,3,"all.wav",50,"8","any"
"289","trial_2","6508"," No","any_QUD",10.28745,3,"ten.wav",51,"13","any"
"290","trial_2","5622"," Yes","any_QUD",10.28745,3,"eight.wav",52,"8","any"
"291","trial_2","1226"," Yes","any_QUD",10.28745,3,"all.wav",53,"13","any"
"292","trial_2","2123"," Yes","any_QUD",10.28745,3,"five.wav",54,"5","any"
"293","trial_2","1257"," No","any_QUD",10.28745,3,"none.wav",55,"13","any"
"294","trial_2","1259"," No","any_QUD",10.28745,3,"some.wav",56,"13","any"
"295","trial_2","1488"," No","any_QUD",10.28745,3,"all.wav",57,"5","any"
"296","trial_2","1493"," No","any_QUD",10.28745,3,"two.wav",58,"5","any"
"297","trial_2","915"," Yes","any_QUD",10.28745,3,"all.wav",59,"13","any"
"298","trial_2","1594"," Yes","any_QUD",10.28745,3,"some.wav",60,"2","any"
"299","trial_2","1612"," No","any_QUD",10.28745,3,"three.wav",61,"0","any"
"300","trial_2","1441"," No","any_QUD",10.28745,3,"some.wav",62,"0","any"
"301","trial_2","1389"," No","any_QUD",10.28745,3,"one.wav",63,"11","any"
"302","trial_2","2645"," Yes","any_QUD",10.28745,3,"eight.wav",64,"8","any"
"303","trial_2","1263"," Yes","any_QUD",10.28745,3,"two.wav",65,"2","any"
"304","trial_2","1323"," No","any_QUD",10.28745,3,"five.wav",66,"13","any"
"305","trial_2","1258"," No","any_QUD",10.28745,3,"some.wav",67,"0","any"
"306","trial_2","1640"," No","any_QUD",10.28745,3,"some.wav",68,"13","any"
"307","trial_2","1444"," No","any_QUD",10.28745,3,"all.wav",69,"11","any"
"308","trial_2","909"," Yes","any_QUD",10.28745,3,"all.wav",70,"13","any"
"309","trial_2","1183"," No","any_QUD",10.28745,3,"none.wav",71,"2","any"
"310","trial_2","1137"," Yes","any_QUD",10.28745,3,"all.wav",72,"13","any"
"311","trial_2","2145"," Yes","any_QUD",10.28745,3,"none.wav",73,"0","any"
"312","trial_2","1286"," No","any_QUD",10.28745,3,"twelve.wav",74,"2","any"
"313","trial_2","1287"," No","any_QUD",10.28745,3,"nine.wav",75,"5","any"
"314","trial_2","1961"," Yes","any_QUD",10.28745,3,"some.wav",76,"11","any"
"315","trial_2","4781"," Yes","any_QUD",10.28745,3,"eleven.wav",77,"11","any"
"316","trial_2","1472"," No","any_QUD",10.28745,3,"two.wav",78,"8","any"
"317","trial_2","1602"," Yes","any_QUD",10.28745,3,"two.wav",79,"2","any"
"318","trial_2","2450"," Yes","any_QUD",10.28745,3,"eight.wav",80,"8","any"
"319","trial_2","1351"," No","any_QUD",10.28745,3,"some.wav",81,"13","any"
"320","trial_2","1922"," Yes","any_QUD",10.28745,3,"five.wav",82,"5","any"
"321","trial_2","1120"," No","any_QUD",10.28745,3,"all.wav",83,"0","any"
"322","bot_check","0"," Margaret","no_QUD",9.73166666666667,4,"",1,"Margaret","no"
"323","audio_check","0"," Four","no_QUD",9.73166666666667,4,"",3,"","no"
"324","practice_trial","5207"," No","no_QUD",9.73166666666667,4,"none.wav",6,"13","no"
"325","practice_trial","1462"," Yes","no_QUD",9.73166666666667,4,"all.wav",7,"13","no"
"326","practice_trial","1649"," No","no_QUD",9.73166666666667,4,"all.wav",8,"0","no"
"327","practice_trial","2057"," Yes","no_QUD",9.73166666666667,4,"none.wav",9,"0","no"
"328","trial_1","4348"," Yes","no_QUD",9.73166666666667,4,"some.wav",11,"8","no"
"329","trial_1","1947"," No","no_QUD",9.73166666666667,4,"some.wav",12,"13","no"
"330","trial_1","1538"," No","no_QUD",9.73166666666667,4,"some.wav",13,"0","no"
"331","trial_1","4594"," No","no_QUD",9.73166666666667,4,"eleven.wav",14,"8","no"
"332","trial_1","1571"," No","no_QUD",9.73166666666667,4,"all.wav",15,"5","no"
"333","trial_1","1582"," No","no_QUD",9.73166666666667,4,"none.wav",16,"8","no"
"334","trial_1","1782"," No","no_QUD",9.73166666666667,4,"four.wav",17,"5","no"
"335","trial_1","1754"," Yes","no_QUD",9.73166666666667,4,"none.wav",18,"0","no"
"336","trial_1","7676"," No","no_QUD",9.73166666666667,4,"eight.wav",19,"13","no"
"337","trial_1","3021"," No","no_QUD",9.73166666666667,4,"thirteen.wav",20,"8","no"
"338","trial_1","1530"," No","no_QUD",9.73166666666667,4,"some.wav",21,"13","no"
"339","trial_1","1183"," Yes","no_QUD",9.73166666666667,4,"all.wav",22,"13","no"
"340","trial_1","1893"," No","no_QUD",9.73166666666667,4,"five.wav",23,"0","no"
"341","trial_1","1417"," Yes","no_QUD",9.73166666666667,4,"two.wav",24,"2","no"
"342","trial_1","2285"," Yes","no_QUD",9.73166666666667,4,"eight.wav",25,"8","no"
"343","trial_1","1389"," No","no_QUD",9.73166666666667,4,"all.wav",26,"2","no"
"344","trial_1","3812"," Yes","no_QUD",9.73166666666667,4,"two.wav",27,"2","no"
"345","trial_1","1710"," Yes","no_QUD",9.73166666666667,4,"all.wav",28,"13","no"
"346","trial_1","1142"," Yes","no_QUD",9.73166666666667,4,"all.wav",29,"13","no"
"347","trial_1","1587"," No","no_QUD",9.73166666666667,4,"eleven.wav",30,"0","no"
"348","trial_1","2759"," No","no_QUD",9.73166666666667,4,"ten.wav",31,"5","no"
"349","trial_1","1330"," Yes","no_QUD",9.73166666666667,4,"two.wav",32,"2","no"
"350","trial_1","1141"," No","no_QUD",9.73166666666667,4,"all.wav",33,"0","no"
"351","trial_1","3993"," Yes","no_QUD",9.73166666666667,4,"eleven.wav",34,"11","no"
"352","trial_1","3658"," No","no_QUD",9.73166666666667,4,"some.wav",35,"0","no"
"353","trial_1","2433"," Yes","no_QUD",9.73166666666667,4,"two.wav",36,"2","no"
"354","trial_1","1177"," No","no_QUD",9.73166666666667,4,"some.wav",37,"13","no"
"355","trial_1","1713"," Yes","no_QUD",9.73166666666667,4,"five.wav",38,"5","no"
"356","trial_1","4246"," Yes","no_QUD",9.73166666666667,4,"eight.wav",39,"8","no"
"357","trial_1","6045"," No","no_QUD",9.73166666666667,4,"seven.wav",40,"11","no"
"358","trial_1","1525"," Yes","no_QUD",9.73166666666667,4,"some.wav",41,"5","no"
"359","trial_1","953"," Yes","no_QUD",9.73166666666667,4,"all.wav",42,"13","no"
"360","trial_1","1409"," No","no_QUD",9.73166666666667,4,"all.wav",43,"11","no"
"361","trial_1","1168"," No","no_QUD",9.73166666666667,4,"some.wav",44,"13","no"
"362","trial_1","1496"," Yes","no_QUD",9.73166666666667,4,"none.wav",45,"0","no"
"363","trial_1","1689"," Yes","no_QUD",9.73166666666667,4,"none.wav",46,"0","no"
"364","trial_2","1263"," No","no_QUD",9.73166666666667,4,"two.wav",47,"5","no"
"365","trial_2","1099"," No","no_QUD",9.73166666666667,4,"all.wav",48,"5","no"
"366","trial_2","1148"," No","no_QUD",9.73166666666667,4,"some.wav",49,"0","no"
"367","trial_2","1375"," No","no_QUD",9.73166666666667,4,"all.wav",50,"8","no"
"368","trial_2","2146"," No","no_QUD",9.73166666666667,4,"three.wav",51,"0","no"
"369","trial_2","5170"," Yes","no_QUD",9.73166666666667,4,"some.wav",52,"2","no"
"370","trial_2","1045"," Yes","no_QUD",9.73166666666667,4,"all.wav",53,"13","no"
"371","trial_2","1159"," Yes","no_QUD",9.73166666666667,4,"two.wav",54,"2","no"
"372","trial_2","3386"," No","no_QUD",9.73166666666667,4,"ten.wav",55,"13","no"
"373","trial_2","1508"," No","no_QUD",9.73166666666667,4,"some.wav",56,"13","no"
"374","trial_2","3233"," Yes","no_QUD",9.73166666666667,4,"eight.wav",57,"8","no"
"375","trial_2","2222"," Yes","no_QUD",9.73166666666667,4,"eight.wav",58,"8","no"
"376","trial_2","1535"," Yes","no_QUD",9.73166666666667,4,"five.wav",59,"5","no"
"377","trial_2","1421"," No","no_QUD",9.73166666666667,4,"some.wav",60,"13","no"
"378","trial_2","1155"," Yes","no_QUD",9.73166666666667,4,"none.wav",61,"0","no"
"379","trial_2","2342"," No","no_QUD",9.73166666666667,4,"one.wav",62,"11","no"
"380","trial_2","1145"," Yes","no_QUD",9.73166666666667,4,"all.wav",63,"13","no"
"381","trial_2","1869"," No","no_QUD",9.73166666666667,4,"none.wav",64,"13","no"
"382","trial_2","3802"," Yes","no_QUD",9.73166666666667,4,"five.wav",65,"5","no"
"383","trial_2","852"," Yes","no_QUD",9.73166666666667,4,"all.wav",66,"13","no"
"384","trial_2","1647"," Yes","no_QUD",9.73166666666667,4,"some.wav",67,"11","no"
"385","trial_2","2199"," No","no_QUD",9.73166666666667,4,"twelve.wav",68,"2","no"
"386","trial_2","1967"," No","no_QUD",9.73166666666667,4,"nine.wav",69,"5","no"
"387","trial_2","1738"," No","no_QUD",9.73166666666667,4,"none.wav",70,"2","no"
"388","trial_2","1449"," No","no_QUD",9.73166666666667,4,"two.wav",71,"8","no"
"389","trial_2","1795"," Yes","no_QUD",9.73166666666667,4,"all.wav",72,"13","no"
"390","trial_2","1070"," No","no_QUD",9.73166666666667,4,"some.wav",73,"13","no"
"391","trial_2","945"," No","no_QUD",9.73166666666667,4,"some.wav",74,"13","no"
"392","trial_2","3714"," Yes","no_QUD",9.73166666666667,4,"eleven.wav",75,"11","no"
"393","trial_2","3455"," No","no_QUD",9.73166666666667,4,"some.wav",76,"0","no"
"394","trial_2","1191"," No","no_QUD",9.73166666666667,4,"five.wav",77,"13","no"
"395","trial_2","1274"," Yes","no_QUD",9.73166666666667,4,"none.wav",78,"0","no"
"396","trial_2","4198"," Yes","no_QUD",9.73166666666667,4,"eight.wav",79,"8","no"
"397","trial_2","1534"," No","no_QUD",9.73166666666667,4,"all.wav",80,"0","no"
"398","trial_2","1145"," No","no_QUD",9.73166666666667,4,"all.wav",81,"11","no"
"399","trial_2","1332"," Yes","no_QUD",9.73166666666667,4,"two.wav",82,"2","no"
"400","bot_check","0"," Jennifer","no_QUD",8.89695,5,"",1,"Jennifer","no"
"401","audio_check","0"," Four","no_QUD",8.89695,5,"",3,"","no"
"402","practice_trial","1701"," No","no_QUD",8.89695,5,"none.wav",6,"13","no"
"403","practice_trial","1781"," Yes","no_QUD",8.89695,5,"all.wav",7,"13","no"
"404","practice_trial","1418"," No","no_QUD",8.89695,5,"all.wav",8,"0","no"
"405","practice_trial","1953"," Yes","no_QUD",8.89695,5,"none.wav",9,"0","no"
"406","trial_1","4808"," Yes","no_QUD",8.89695,5,"all.wav",11,"13","no"
"407","trial_1","2499"," Yes","no_QUD",8.89695,5,"some.wav",12,"13","no"
"408","trial_1","2015"," No","no_QUD",8.89695,5,"thirteen.wav",13,"8","no"
"409","trial_1","1539"," No","no_QUD",8.89695,5,"eight.wav",14,"13","no"
"410","trial_1","1859"," No","no_QUD",8.89695,5,"four.wav",15,"5","no"
"411","trial_1","1343"," No","no_QUD",8.89695,5,"all.wav",16,"5","no"
"412","trial_1","1503"," Yes","no_QUD",8.89695,5,"some.wav",17,"8","no"
"413","trial_1","1383"," No","no_QUD",8.89695,5,"some.wav",18,"0","no"
"414","trial_1","1449"," Yes","no_QUD",8.89695,5,"none.wav",19,"0","no"
"415","trial_1","1586"," No","no_QUD",8.89695,5,"all.wav",20,"2","no"
"416","trial_1","1565"," No","no_QUD",8.89695,5,"five.wav",21,"0","no"
"417","trial_1","1488"," Yes","no_QUD",8.89695,5,"two.wav",22,"2","no"
"418","trial_1","2220"," No","no_QUD",8.89695,5,"eleven.wav",23,"8","no"
"419","trial_1","1323"," Yes","no_QUD",8.89695,5,"all.wav",24,"13","no"
"420","trial_1","1565"," Yes","no_QUD",8.89695,5,"some.wav",25,"13","no"
"421","trial_1","1586"," Yes","no_QUD",8.89695,5,"two.wav",26,"2","no"
"422","trial_1","3918"," No","no_QUD",8.89695,5,"none.wav",27,"8","no"
"423","trial_1","2471"," Yes","no_QUD",8.89695,5,"eight.wav",28,"8","no"
"424","trial_1","1919"," No","no_QUD",8.89695,5,"eleven.wav",29,"0","no"
"425","trial_1","1595"," No","no_QUD",8.89695,5,"ten.wav",30,"5","no"
"426","trial_1","1749"," No","no_QUD",8.89695,5,"all.wav",31,"11","no"
"427","trial_1","2529"," Yes","no_QUD",8.89695,5,"two.wav",32,"2","no"
"428","trial_1","1498"," Yes","no_QUD",8.89695,5,"none.wav",33,"0","no"
"429","trial_1","1775"," No","no_QUD",8.89695,5,"some.wav",34,"0","no"
"430","trial_1","1198"," Yes","no_QUD",8.89695,5,"two.wav",35,"2","no"
"431","trial_1","2566"," No","no_QUD",8.89695,5,"seven.wav",36,"11","no"
"432","trial_1","1357"," Yes","no_QUD",8.89695,5,"none.wav",37,"0","no"
"433","trial_1","1188"," Yes","no_QUD",8.89695,5,"all.wav",38,"13","no"
"434","trial_1","1614"," Yes","no_QUD",8.89695,5,"five.wav",39,"5","no"
"435","trial_1","1016"," Yes","no_QUD",8.89695,5,"all.wav",40,"13","no"
"436","trial_1","1541"," Yes","no_QUD",8.89695,5,"some.wav",41,"13","no"
"437","trial_1","1122"," Yes","no_QUD",8.89695,5,"some.wav",42,"5","no"
"438","trial_1","2215"," Yes","no_QUD",8.89695,5,"eight.wav",43,"8","no"
"439","trial_1","1042"," Yes","no_QUD",8.89695,5,"some.wav",44,"13","no"
"440","trial_1","1304"," No","no_QUD",8.89695,5,"all.wav",45,"0","no"
"441","trial_1","3057"," Yes","no_QUD",8.89695,5,"eleven.wav",46,"11","no"
"442","trial_2","2509"," No","no_QUD",8.89695,5,"ten.wav",47,"13","no"
"443","trial_2","1690"," No","no_QUD",8.89695,5,"three.wav",48,"0","no"
"444","trial_2","1478"," No","no_QUD",8.89695,5,"two.wav",49,"5","no"
"445","trial_2","1237"," No","no_QUD",8.89695,5,"all.wav",50,"8","no"
"446","trial_2","1818"," Yes","no_QUD",8.89695,5,"some.wav",51,"13","no"
"447","trial_2","1831"," Yes","no_QUD",8.89695,5,"all.wav",52,"13","no"
"448","trial_2","3901"," Yes","no_QUD",8.89695,5,"some.wav",53,"13","no"
"449","trial_2","1318"," Yes","no_QUD",8.89695,5,"all.wav",54,"13","no"
"450","trial_2","1549"," Yes","no_QUD",8.89695,5,"some.wav",55,"2","no"
"451","trial_2","1501"," Yes","no_QUD",8.89695,5,"five.wav",56,"5","no"
"452","trial_2","1449"," No","no_QUD",8.89695,5,"none.wav",57,"13","no"
"453","trial_2","1744"," Yes","no_QUD",8.89695,5,"one.wav",58,"11","no"
"454","trial_2","2182"," Yes","no_QUD",8.89695,5,"eight.wav",59,"8","no"
"455","trial_2","1069"," Yes","no_QUD",8.89695,5,"two.wav",60,"2","no"
"456","trial_2","1291"," No","no_QUD",8.89695,5,"all.wav",61,"5","no"
"457","trial_2","1328"," Yes","no_QUD",8.89695,5,"none.wav",62,"0","no"
"458","trial_2","2843"," Yes","no_QUD",8.89695,5,"eight.wav",63,"8","no"
"459","trial_2","2701"," No","no_QUD",8.89695,5,"some.wav",64,"0","no"
"460","trial_2","1759"," Yes","no_QUD",8.89695,5,"all.wav",65,"13","no"
"461","trial_2","1505"," Yes","no_QUD",8.89695,5,"all.wav",66,"13","no"
"462","trial_2","2632"," No","no_QUD",8.89695,5,"twelve.wav",67,"2","no"
"463","trial_2","1559"," No","no_QUD",8.89695,5,"some.wav",68,"0","no"
"464","trial_2","1560"," No","no_QUD",8.89695,5,"all.wav",69,"11","no"
"465","trial_2","1807"," Yes","no_QUD",8.89695,5,"some.wav",70,"13","no"
"466","trial_2","1530"," No","no_QUD",8.89695,5,"all.wav",71,"0","no"
"467","trial_2","2447"," No","no_QUD",8.89695,5,"two.wav",72,"8","no"
"468","trial_2","2555"," Yes","no_QUD",8.89695,5,"eight.wav",73,"8","no"
"469","trial_2","1426"," No","no_QUD",8.89695,5,"nine.wav",74,"5","no"
"470","trial_2","1451"," No","no_QUD",8.89695,5,"none.wav",75,"2","no"
"471","trial_2","2648"," Yes","no_QUD",8.89695,5,"none.wav",76,"0","no"
"472","trial_2","4199"," No","no_QUD",8.89695,5,"eleven.wav",77,"11","no"
"473","trial_2","1876"," No","no_QUD",8.89695,5,"some.wav",78,"13","no"
"474","trial_2","1585"," No","no_QUD",8.89695,5,"five.wav",79,"5","no"
"475","trial_2","2135"," Yes","no_QUD",8.89695,5,"some.wav",80,"11","no"
"476","trial_2","1739"," No","no_QUD",8.89695,5,"five.wav",81,"13","no"
"477","trial_2","1758"," Yes","no_QUD",8.89695,5,"two.wav",82,"2","no"
